Station,Datetime,Departures,Arrivals,Net_Flow,Risk_Type,Estimated_Bikes_To_Move,Rebalancing_Direction,Priority_Score,Priority_Level
Yonge St / Dundas Sq,2022-07-17 13:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Wellington St W / Bay St,2024-05-22 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Wellington St W / Bay St,2024-05-29 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Wellington St W / Bay St,2024-06-04 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Yonge St / Dundas Sq,2024-03-28 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Wellington St W / Blue Jays Way,2025-08-27 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Wellington St W / Stafford St,2024-05-08 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Western Battery Rd / Pirandello St,2022-05-30 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Western Battery Rd / Pirandello St,2024-05-23 21:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Widmer St / Adelaide St W,2022-05-16 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Widmer St / Adelaide St W,2022-07-06 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Widmer St / Adelaide St W,2022-07-11 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Widmer St / Adelaide St W - SMART,2024-02-28 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Widmer St / Adelaide St W - SMART,2024-04-29 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Widmer St / Adelaide St W - SMART,2024-04-30 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Wellington St W / Bay St,2024-06-12 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Yonge St / Dundas Sq,2024-04-21 10:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Yonge St / Dundas Sq,2024-05-08 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Yonge St / Dundas Sq,2024-05-21 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Yonge St / Dundas Sq,2025-12-08 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Yonge St / Dundonald St,2024-04-09 09:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Yonge St / Dundonald St - SMART,2022-08-16 21:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Yonge St / St Clair Ave,2022-10-22 13:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Yonge St / St. Clair Ave,2024-06-02 13:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
York St / Lake Shore Blvd W,2024-06-06 12:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Yonge St / Alexander St - SMART,2022-08-13 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
York St / Queens Quay W,2022-05-22 20:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
York St / Queens Quay W,2022-05-29 15:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
York St / Queens Quay W,2022-06-09 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Widmer St / Adelaide St W - SMART,2024-05-29 11:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Widmer St / Adelaide St W - SMART,2024-06-04 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Widmer St / King St W,2024-05-21 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Widmer St / King St W,2024-06-01 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Willcocks St / St. George St,2022-08-22 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Willcocks St / St. George St,2022-10-18 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Willcocks St / St. George St,2024-03-28 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
York St / Queen St W (City Hall),2024-05-08 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Temperance St Station,2024-06-13 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Temperance St Station,2024-06-13 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Temperance St Station,2024-06-13 10:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Temperance St Station,2025-11-12 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Temperance St Station,2025-12-02 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Temperance St Station,2025-12-03 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
The Well,2024-04-10 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
The Well,2024-04-24 08:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
The Well,2024-05-04 14:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
University Ave / Gerrard St W (East Side),2024-05-07 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
The Well,2024-06-05 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Thompson St / Broadview Ave - SMART,2022-07-27 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Temperance St Station,2024-05-22 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Temperance St Station,2024-05-28 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Temperance St Station,2024-05-30 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Temperance St Station,2024-05-30 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Temperance St Station,2024-05-31 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Temperance St Station,2024-06-03 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Temperance St Station,2024-06-04 07:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
The Well,2024-06-04 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Tommy Thompson Park (Leslie Street Spit),2024-03-24 14:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Tommy Thompson Park (Leslie Street Spit),2024-04-01 13:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Tommy Thompson Park (Leslie Street Spit),2024-05-26 12:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Tommy Thompson Park (Leslie Street Spit),2025-07-21 20:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Bay St / Albert St,2024-05-18 14:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Bay St / Albert St,2024-06-06 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bay St / Bloor St W (East Side),2024-02-26 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bay St / Bloor St W (East Side),2024-03-01 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bathurst St / Adelaide St W,2024-04-24 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Toronto Eaton Centre (Yonge St) - SMART,2024-05-22 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Bathurst St / Adelaide St W,2024-06-07 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bathurst St / Adelaide St W,2024-06-11 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bathurst St / Dundas St W,2022-06-29 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bathurst St / Dundas St W,2024-04-15 07:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bathurst St / Fort York Blvd,2022-05-27 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Bathurst St / Fort York Blvd,2022-08-10 08:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Bathurst St / Fort York Blvd,2024-06-06 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Tommy Thompson Park (Leslie Street Spit),2025-08-24 11:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Toronto Eaton Centre (Yonge St),2022-09-11 14:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Toronto Eaton Centre (Yonge St) - SMART,2024-04-29 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Bathurst St / Adelaide St W,2024-05-29 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Sunnyside - Gus Ryder Pool,2022-08-13 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Sunnyside - Gus Ryder Pool,2022-08-14 15:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Sunnyside - Gus Ryder Pool,2024-05-29 21:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Tecumseth St / Queen St W - SMART,2022-08-23 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Tecumseth St / Queen St W - SMART,2024-05-04 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Tecumseth St / Queen St W - SMART,2024-06-04 20:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Tecumseth St / Queen St W - SMART,2024-06-06 20:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
St. George St / Hoskin Ave,2024-05-13 12:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
St. George St / Russell St - SMART,2022-10-17 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Temperance St Station,2024-06-05 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
St. George St / Willcocks St,2024-03-12 10:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
St. George St / Willcocks St,2024-03-27 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
St. George St / Willcocks St,2024-06-05 12:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Stewart St / Bathurst St  - SMART,2022-06-23 22:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Strachan Ave / East Liberty St - SMART,2024-04-18 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Strachan Ave / East Liberty St - SMART,2024-04-22 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Strachan Ave / East Liberty St - SMART,2024-04-26 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Strachan Ave / East Liberty St - SMART,2024-05-08 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Strachan Ave / East Liberty St - SMART,2024-05-13 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
St. George St / Russell St - SMART,2022-12-08 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Temperance St Station,2024-06-06 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Temperance St Station,2024-06-10 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Temperance St Station,2024-06-11 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Temperance St Station,2024-06-12 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Ted Rogers Way / Bloor St E,2024-06-06 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Temperance St / Bay St,2024-02-29 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Temperance St / Bay St,2024-03-13 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Temperance St / Bay St,2024-04-16 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Temperance St Station,2024-05-02 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Sunnyside - Gus Ryder Pool,2022-08-07 13:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Temperance St Station,2024-05-10 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Temperance St Station,2024-05-13 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Temperance St Station,2024-05-15 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Martin Goodman Trail / Ontario Dr,2022-08-13 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Temperance St Station,2024-05-21 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Temperance St Station,2024-05-21 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Strachan Ave / Princes' Blvd,2022-08-19 22:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Strachan Ave / Princes' Blvd,2022-09-11 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Sumach St  / Queen St E,2024-06-08 15:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Sunnyside - Gus Ryder Pool,2022-08-01 12:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Temperance St Station,2024-05-08 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
University Ave / Gerrard St W (East Side),2022-06-15 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
University Ave / Gerrard St W (East Side),2022-07-28 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
University Ave / Gerrard St W (East Side),2022-08-09 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
University Ave / Gerrard St W (East Side),2022-09-16 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
University Ave / Gerrard St W (East Side),2022-10-21 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Bathurst St / Front St W,2024-05-24 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bathurst St / Front St W,2024-06-01 14:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Albany Ave / Bloor St W,2024-03-18 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Albany Ave / Bloor St W,2024-05-24 20:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Tommy Thompson Park (Leslie Street Spit),2022-08-06 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Alma Ave / Gladstone Ave SMART,2024-06-10 08:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Armoury St / Chestnut St,2024-06-06 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Augusta Ave / Dundas St W,2024-05-25 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Augusta Ave / Dundas St W,2024-06-06 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Baldwin Ave / Spadina Ave - SMART,2022-08-05 14:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Baldwin St / Spadina Ave - SMART,2024-02-25 14:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Baldwin St / Spadina Ave - SMART,2024-04-20 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Baldwin St / Spadina Ave - SMART,2024-05-22 13:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Baldwin St / Spadina Ave - SMART,2024-06-03 12:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Albany Ave / Bloor St W,2024-06-11 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
University Ave / Gerrard St W (East Side),2024-05-22 07:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
University Ave / Gerrard St W (East Side),2024-05-23 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
University Ave / Gerrard St W (East Side),2024-05-24 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
University Ave / Gerrard St W (East Side),2024-05-29 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
University Ave / Gerrard St W (East Side),2024-02-05 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
University Ave / Gerrard St W (East Side),2024-02-20 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
University Ave / Gerrard St W (East Side),2024-02-29 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
University Ave / Gerrard St W (East Side),2024-03-11 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
University Ave / Gerrard St W (East Side),2024-03-14 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
University Ave / College St (West),2022-09-01 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
University Ave / Gerrard St W (East Side),2024-03-18 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
University Ave / Gerrard St W (East Side),2024-03-27 11:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
University Ave / Gerrard St W (East Side),2024-03-27 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
University Ave / Gerrard St W (East Side),2024-03-27 23:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
University Ave / Gerrard St W (East Side),2024-04-04 15:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
University Ave / Gerrard St W (East Side),2024-04-08 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
University Ave / Gerrard St W (East Side),2024-04-09 07:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
University Ave / College St (East),2024-04-18 07:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
University Ave / College St (East),2024-05-06 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
University Ave / College St (East),2024-05-30 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
University Ave / Gerrard St W (East Side),2024-03-14 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Union Station,2024-03-26 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Union Station,2024-04-09 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Union Station,2024-04-23 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Union Station,2024-04-24 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Union Station,2024-05-09 14:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Toronto Inukshuk Park,2022-05-23 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Toronto Inukshuk Park,2022-09-09 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Toronto Inukshuk Park,2022-09-17 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Toronto Inukshuk Park,2024-05-04 12:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
University Ave / Gerrard St W (East Side),2024-01-29 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Toronto Inukshuk Park,2024-05-20 23:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Toronto Inukshuk Park,2024-05-27 23:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Tyndall Ave / King St W - SMART,2024-04-27 22:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Ulster St / Bathurst St,2024-03-13 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Ulster St / Bathurst St,2024-06-03 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Union Station,2022-05-04 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Thompson St / Broadview Ave - SMART,2024-04-25 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Thompson St / Broadview Ave - SMART,2024-06-12 08:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Tommy Thompson Park (Leslie Street Spit),2022-04-24 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Tommy Thompson Park (Leslie Street Spit),2022-05-28 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Toronto Inukshuk Park,2024-05-07 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
University Ave / Gerrard St W (East Side),2024-01-30 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Union Station,2024-05-10 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Union Station,2024-05-12 14:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Union Station,2024-05-16 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Union Station,2024-05-27 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Union Station,2024-05-30 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Union Station,2024-06-02 20:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Union Station,2024-06-12 15:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
University Ave / College St (East),2022-05-18 11:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Union Station,2024-02-21 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
University Ave / College St (East),2022-09-06 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
University Ave / College St (East),2022-09-14 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
University Ave / College St (East),2022-10-05 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Union Station,2022-07-14 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Union Station,2022-08-25 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Union Station,2022-09-07 08:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Union Station,2024-02-03 11:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Union Station,2024-02-06 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Union Station,2024-02-07 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Union Station,2024-02-11 14:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
University Ave / College St (East),2022-06-08 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Fort York Blvd / Garrison Rd,2024-01-17 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Fort York Blvd / Garrison Rd,2024-02-02 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Foster Pl / Elizabeth St,2022-06-29 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Centre Island Ferry Dock,2025-07-12 20:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Centre Island Ferry Dock,2025-06-21 22:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Centre Island Ferry Dock,2025-06-22 14:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Centre Island Ferry Dock,2025-06-25 14:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Centre Island Ferry Dock,2025-06-28 11:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Centre Island Ferry Dock,2025-06-29 10:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Bay St / Dundas St W,2024-02-13 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Frederick St / King St E,2024-05-29 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Frederick St / King St E,2024-05-29 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Elm St/ University Ave (East Side),2024-03-27 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Elm St/ University Ave (East Side),2024-04-02 07:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
